Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_Count
Tick fever,Weight Loss,Lameness,Breathing Difficulty,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Lameness,Swollen Lymph nodes,Heart Complication,Vomiting,None,None,None,4
Tick fever,Fever,Nasal Discharge,Swollen Lymph nodes,Breathing Difficulty,Vomiting,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Weight Loss,Lameness,Swollen Lymph nodes,Increased drinking and urination,None,None,5
Tick fever,Fever,Nasal Discharge,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,5
Tick fever,Fever,Weight Loss,Lameness,Lethargy,Swollen Lymph nodes,Heart Complication,None,6
Tick fever,Fever,Loss of appetite,Weight Loss,Swollen Lymph nodes,Breathing Difficulty,Neurological Disorders,None,6
Tick fever,Weight Loss,Swollen Lymph nodes,Breathing Difficulty,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Loss of appetite,Swollen Lymph nodes,Breathing Difficulty,Neurological Disorders,None,None,None,4
Tick fever,Fever,Lameness,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,5
Tick fever,Fever,Loss of appetite,Lethargy,Vomiting,None,None,None,4
Tick fever,Fever,Loss of appetite,Nasal Discharge,Lameness,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Weight Loss,Lameness,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Weight Loss,Swollen Lymph nodes,Heart Complication,Vomiting,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Breathing Difficulty,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Fever,Lameness,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,Vomiting,None,6
Tick fever,Nasal Discharge,Weight Loss,Breathing Difficulty,Heart Complication,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Vomiting,None,6
Tick fever,Fever,Loss of appetite,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,None,None,5
Tick fever,Weight Loss,Heart Complication,Vomiting,Increased drinking and urination,None,None,None,4
Tick fever,Loss of appetite,Nasal Discharge,Breathing Difficulty,Heart Complication,None,None,None,4
Tick fever,Loss of appetite,Lethargy,Swollen Lymph nodes,Heart Complication,Vomiting,None,None,5
Tick fever,Fever,Nasal Discharge,Lethargy,Breathing Difficulty,Vomiting,Neurological Disorders,None,6
Tick fever,Nasal Discharge,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,5
Tick fever,Nasal Discharge,Lethargy,Swollen Lymph nodes,Heart Complication,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Weight Loss,Swollen Lymph nodes,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Weight Loss,Lethargy,Breathing Difficulty,Neurological Disorders,None,None,None,4
Tick fever,Fever,Nasal Discharge,Weight Loss,Breathing Difficulty,Vomiting,None,None,5
Tick fever,Fever,Lethargy,Swollen Lymph nodes,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Lameness,Breathing Difficulty,None,None,None,4
Tick fever,Loss of appetite,Nasal Discharge,Lethargy,Heart Complication,Vomiting,None,None,5
Tick fever,Lameness,Lethargy,Swollen Lymph nodes,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Nasal Discharge,Lethargy,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Vomiting,Neurological Disorders,None,None,5
Tick fever,Fever,Nasal Discharge,Weight Loss,Heart Complication,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Heart Complication,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Swollen Lymph nodes,Heart Complication,Neurological Disorders,None,6
Tick fever,Fever,Nasal Discharge,Lameness,Lethargy,Increased drinking and urination,None,None,5
Tick fever,Fever,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,None,None,5
Tick fever,Fever,Lameness,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,None,None,5
Tick fever,Weight Loss,Lameness,Lethargy,Swollen Lymph nodes,Breathing Difficulty,None,None,5
Tick fever,Fever,Weight Loss,Lethargy,Swollen Lymph nodes,Increased drinking and urination,None,None,5
Tick fever,Loss of appetite,Lameness,Swollen Lymph nodes,Neurological Disorders,None,None,None,4
Tick fever,Fever,Loss of appetite,Lethargy,Breathing Difficulty,Vomiting,Increased drinking and urination,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lethargy,Breathing Difficulty,Vomiting,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Breathing Difficulty,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Swollen Lymph nodes,Breathing Difficulty,Vomiting,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Nasal Discharge,Weight Loss,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Weight Loss,Lameness,Vomiting,Increased drinking and urination,None,None,None,4
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Swollen Lymph nodes,Breathing Difficulty,None,None,5
Tick fever,Nasal Discharge,Weight Loss,Lameness,Breathing Difficulty,Heart Complication,None,None,5
Tick fever,Fever,Loss of appetite,Lameness,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,None,6
Tick fever,Loss of appetite,Weight Loss,Lethargy,Swollen Lymph nodes,Vomiting,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Lameness,Lethargy,Breathing Difficulty,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Lameness,Swollen Lymph nodes,Heart Complication,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Lethargy,Vomiting,None,6
Tick fever,Lethargy,Swollen Lymph nodes,Heart Complication,Vomiting,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Lameness,Lethargy,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Fever,Weight Loss,Lameness,Breathing Difficulty,Heart Complication,Increased drinking and urination,None,6
Tick fever,Lameness,Lethargy,Breathing Difficulty,Increased drinking and urination,None,None,None,4
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Breathing Difficulty,Heart Complication,None,6
Tick fever,Fever,Loss of appetite,Weight Loss,Lameness,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Lethargy,Vomiting,Neurological Disorders,None,None,None,4
Tick fever,Nasal Discharge,Weight Loss,Lameness,Swollen Lymph nodes,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lameness,Breathing Difficulty,Vomiting,Increased drinking and urination,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Heart Complication,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Loss of appetite,Lethargy,Swollen Lymph nodes,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Lameness,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Nasal Discharge,Weight Loss,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Fever,Weight Loss,Breathing Difficulty,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Weight Loss,Lethargy,Increased drinking and urination,None,None,5
Tick fever,Loss of appetite,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,None,4
Tick fever,Fever,Nasal Discharge,Lethargy,Swollen Lymph nodes,Heart Complication,None,None,5
Tick fever,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Neurological Disorders,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Breathing Difficulty,Increased drinking and urination,None,None,5
Tick fever,Fever,Weight Loss,Swollen Lymph nodes,Heart Complication,None,None,None,4
Tick fever,Fever,Weight Loss,Lameness,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lameness,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,None,6
Tick fever,Fever,Lameness,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Weight Loss,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Lameness,Swollen Lymph nodes,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Nasal Discharge,Lameness,Lethargy,Heart Complication,Neurological Disorders,None,None,5
Tick fever,Loss of appetite,Nasal Discharge,Lethargy,Swollen Lymph nodes,Heart Complication,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Swollen Lymph nodes,Breathing Difficulty,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Loss of appetite,Lethargy,Swollen Lymph nodes,Heart Complication,Vomiting,Increased drinking and urination,None,6
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Breathing Difficulty,Heart Complication,Increased drinking and urination,None,6
Tick fever,Loss of appetite,Weight Loss,Swollen Lymph nodes,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lethargy,Swollen Lymph nodes,Heart Complication,None,None,5
Tick fever,Fever,Weight Loss,Lethargy,Swollen Lymph nodes,None,None,None,4
Tick fever,Loss of appetite,Lameness,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,5
Tick fever,Fever,Weight Loss,Vomiting,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Lethargy,Heart Complication,Vomiting,Increased drinking and urination,None,None,None,4
Tick fever,Nasal Discharge,Lethargy,Breathing Difficulty,Heart Complication,Vomiting,Increased drinking and urination,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lethargy,Breathing Difficulty,Increased drinking and urination,None,None,5
Tick fever,Fever,Breathing Difficulty,Increased drinking and urination,Neurological Disorders,None,None,None,4
Tick fever,Loss of appetite,Weight Loss,Lameness,Lethargy,Vomiting,None,None,5
Tick fever,Fever,Nasal Discharge,Weight Loss,Lameness,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Fever,Loss of appetite,Weight Loss,Breathing Difficulty,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Lameness,Lethargy,Heart Complication,Vomiting,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Weight Loss,Heart Complication,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Loss of appetite,Weight Loss,Heart Complication,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Nasal Discharge,Lameness,Swollen Lymph nodes,Breathing Difficulty,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Nasal Discharge,Weight Loss,Swollen Lymph nodes,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Fever,Nasal Discharge,Weight Loss,Swollen Lymph nodes,Breathing Difficulty,Neurological Disorders,None,6
Tick fever,Weight Loss,Lameness,Breathing Difficulty,Neurological Disorders,None,None,None,4
Tick fever,Loss of appetite,Weight Loss,Breathing Difficulty,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Nasal Discharge,Lethargy,Swollen Lymph nodes,Heart Complication,Increased drinking and urination,None,6
Tick fever,Fever,Loss of appetite,Nasal Discharge,Breathing Difficulty,Vomiting,None,None,5
Tick fever,Fever,Loss of appetite,Breathing Difficulty,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Lethargy,Breathing Difficulty,Heart Complication,Vomiting,None,None,5
Tick fever,Weight Loss,Lethargy,Heart Complication,Increased drinking and urination,None,None,None,4
Tick fever,Fever,Loss of appetite,Weight Loss,Lethargy,Swollen Lymph nodes,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Weight Loss,Lameness,Swollen Lymph nodes,Breathing Difficulty,Vomiting,None,6
Tick fever,Loss of appetite,Weight Loss,Swollen Lymph nodes,Heart Complication,Increased drinking and urination,None,None,5
Tick fever,Nasal Discharge,Lameness,Swollen Lymph nodes,Breathing Difficulty,Neurological Disorders,None,None,5
Tick fever,Fever,Loss of appetite,Lameness,Breathing Difficulty,Neurological Disorders,None,None,5
Tick fever,Nasal Discharge,Lethargy,Vomiting,Neurological Disorders,None,None,None,4
Tick fever,Fever,Nasal Discharge,Lameness,Lethargy,Vomiting,None,None,5
Tick fever,Weight Loss,Lethargy,Swollen Lymph nodes,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Weight Loss,Lethargy,Swollen Lymph nodes,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Fever,Lameness,Breathing Difficulty,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Lameness,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,Vomiting,None,6
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Lameness,Breathing Difficulty,Increased drinking and urination,None,6
Tick fever,Nasal Discharge,Heart Complication,Vomiting,Increased drinking and urination,None,None,None,4
Tick fever,Nasal Discharge,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,None,4
Tick fever,Loss of appetite,Weight Loss,Lameness,Heart Complication,None,None,None,4
Tick fever,Fever,Lethargy,Breathing Difficulty,Heart Complication,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Weight Loss,Lethargy,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Nasal Discharge,Weight Loss,Swollen Lymph nodes,Vomiting,None,6
Tick fever,Loss of appetite,Weight Loss,Lethargy,Breathing Difficulty,Heart Complication,Neurological Disorders,None,6
Tick fever,Loss of appetite,Nasal Discharge,Lameness,Lethargy,Swollen Lymph nodes,Breathing Difficulty,None,6
Tick fever,Loss of appetite,Weight Loss,Swollen Lymph nodes,Heart Complication,Neurological Disorders,None,None,5
Tick fever,Lameness,Swollen Lymph nodes,Heart Complication,Vomiting,Increased drinking and urination,None,None,5
Tick fever,Fever,Lameness,Lethargy,Swollen Lymph nodes,Breathing Difficulty,Neurological Disorders,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Swollen Lymph nodes,Vomiting,None,None,5
Tick fever,Nasal Discharge,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,Vomiting,Increased drinking and urination,None,6
Tick fever,Weight Loss,Lameness,Lethargy,Increased drinking and urination,None,None,None,4
Tick fever,Fever,Loss of appetite,Heart Complication,Vomiting,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Nasal Discharge,Lameness,Breathing Difficulty,Heart Complication,None,None,None,4
Tick fever,Fever,Nasal Discharge,Weight Loss,Swollen Lymph nodes,Heart Complication,None,None,5
Tick fever,Fever,Loss of appetite,Nasal Discharge,Weight Loss,Lethargy,Breathing Difficulty,None,6
Tick fever,Fever,Weight Loss,Lethargy,Breathing Difficulty,Heart Complication,Vomiting,None,6
Tick fever,Weight Loss,Lameness,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,5
Tick fever,Fever,Loss of appetite,Lethargy,Vomiting,Neurological Disorders,None,None,5
Tick fever,Nasal Discharge,Weight Loss,Lameness,Breathing Difficulty,Vomiting,Neurological Disorders,None,6
Tick fever,Loss of appetite,Lameness,Heart Complication,Vomiting,None,None,None,4
Tick fever,Loss of appetite,Weight Loss,Lethargy,Breathing Difficulty,Heart Complication,Increased drinking and urination,None,6
Tick fever,Lameness,Swollen Lymph nodes,Breathing Difficulty,Heart Complication,None,None,None,4
Tick fever,Fever,Heart Complication,Increased drinking and urination,Neurological Disorders,None,None,None,4
Tick fever,Weight Loss,Lethargy,Breathing Difficulty,Heart Complication,Increased drinking and urination,Neurological Disorders,None,6
Tick fever,Fever,Loss of appetite,Nasal Discharge,Lethargy,Vomiting,None,None,5
Tick fever,Weight Loss,Lameness,Swollen Lymph nodes,Increased drinking and urination,None,None,None,4
Tick fever,Loss of appetite,Weight Loss,Lethargy,Breathing Difficulty,Vomiting,Increased drinking and urination,None,6
